Season,PlayerID,Age,YearsExperience,League,Team,Position,Games,PointsPerGame,AssistsPerGame,BlocksPerGame,ReboundsPerGame,EffectiveFieldGoalPercent
2007,3554,25,3,NBA,LAC,SG,81,5.2,1.1,0.4,2.3,0.47
2006,3554,24,2,NBA,LAC,SF,67,4.7,1.2,0.2,2.5,0.422
2009,3554,27,5,NBA,MEM,SF,68,3.9,0.7,0.2,1.9,0.446
2008,3554,26,4,NBA,LAC,SG,76,4.1,1.2,0.4,2.3,0.404
2005,3555,24,1,NBA,TOR,C,59,3.3,0.3,0.1,3.1,0.437
2007,3555,26,3,NBA,UTA,C,28,2.6,0.4,0.1,2.4,0.415
2006,3555,25,2,NBA,TOR,C,52,2.3,0.3,0.1,2.8,0.366
2009,3556,23,4,NBA,OKC,C,26,3.3,0.3,0.7,3.4,0.521
2006,3556,20,2,NBA,SEA,C,47,6.4,0.2,1.2,5.6,0.515
2008,3556,22,3,NBA,SEA,C,8,1.8,0.1,0.8,2.3,0.353
2005,3556,19,1,NBA,SEA,C,16,0.9,0.1,0.4,0.3,0.455
2008,3557,26,4,NBA,MIL,PG,75,5.6,2.1,0.1,1.6,0.44
2005,3557,23,1,NBA,ATL,PG,62,3.5,1.7,0.1,1.4,0.437
2012,3557,30,8,NBA,OKC,SG,34,2.1,0.3,0.0,0.7,0.479
2010,3557,28,6,NBA,MIL,SG,18,1.3,0.6,0.0,0.4,0.357
2007,3557,25,3,NBA,ATL,PG,53,3.0,0.8,0.1,1.0,0.465
2009,3557,27,5,NBA,PHI,SG,71,3.0,0.6,0.1,1.1,0.425
2006,3557,24,2,NBA,ATL,PG,73,3.6,1.0,0.1,1.3,0.447
2014,3557,32,10,NBA,OKC,SG,2,0.0,0.0,0.0,0.5,0.0
2010,3557,28,6,NBA,TOT,SG,44,2.1,0.6,0.0,0.8,0.506
2010,3557,28,6,NBA,PHI,SG,26,2.7,0.7,0.1,1.0,0.582
2013,3557,31,9,NBA,PHI,SG,53,3.2,0.6,0.1,1.1,0.559
2011,3557,29,7,NBA,OKC,SG,25,1.6,0.3,0.0,0.6,0.513
2017,3558,32,10,NBA,NYK,SG,42,3.0,1.2,0.0,1.4,0.393
2010,3558,25,6,NBA,LAL,SG,67,2.8,0.6,0.1,1.2,0.479
2008,3558,23,4,NBA,LAL,SG,72,8.8,1.0,0.1,2.1,0.577
2016,3558,31,9,NBA,NYK,SG,61,4.9,1.4,0.1,2.4,0.477
2011,3558,26,7,NBA,TOT,SG,67,9.8,2.0,0.1,2.8,0.483
2011,3558,26,7,NBA,LAL,SG,11,1.8,0.5,0.0,0.4,0.413
2014,3558,29,8,NBA,LAC,SG,2,2.5,0.0,0.0,1.5,0.5
2009,3558,24,5,NBA,LAL,SG,80,5.8,1.4,0.1,1.7,0.488
2005,3558,20,1,NBA,LAL,SG,35,2.9,1.5,0.1,1.8,0.355
2006,3558,21,2,NBA,LAL,PG,82,3.9,1.7,0.0,1.9,0.441
2007,3558,22,3,NBA,LAL,SG,73,4.3,0.9,0.0,1.5,0.504
2011,3558,26,7,NBA,NJN,SG,56,11.4,2.3,0.1,3.3,0.486
2010,3559,24,6,NBA,TOT,PG,43,4.8,2.9,0.1,1.0,0.445
2008,3559,22,4,NBA,MIN,PG,60,9.3,5.9,0.2,2.3,0.43
2009,3559,23,5,NBA,MIN,PG,75,9.8,4.6,0.2,1.7,0.435
2010,3559,24,6,NBA,LAC,PG,39,4.3,2.9,0.1,1.1,0.437
2012,3559,26,8,NBA,PHO,PG,60,6.1,2.3,0.2,1.5,0.461
2010,3559,24,6,NBA,CLE,PG,4,9.8,3.0,0.0,1.0,0.486
2005,3559,19,1,NBA,POR,PG,68,6.8,3.3,0.1,1.5,0.413
2013,3559,27,9,NBA,PHO,PG,46,6.0,2.5,0.2,1.5,0.468
2007,3559,21,3,NBA,BOS,PG,78,6.1,2.8,0.1,1.4,0.41
2013,3559,27,9,NBA,TOR,PG,13,4.3,3.0,0.1,1.2,0.371
2013,3559,27,9,NBA,TOT,PG,59,5.6,2.6,0.2,1.4,0.448
2006,3559,20,2,NBA,POR,PG,68,9.5,3.6,0.1,1.8,0.444
2011,3559,25,7,NBA,MIN,PG,37,7.2,3.0,0.1,1.5,0.461
2015,3559,29,10,NBA,OKC,PG,16,8.4,2.8,0.0,1.9,0.44
2010,3560,24,5,NBA,TOT,PG,36,6.9,3.6,0.3,2.2,0.517
2015,3560,29,10,NBA,GSW,PG,78,5.9,3.3,0.3,2.3,0.5
2013,3560,27,8,NBA,TOT,PG,66,6.3,3.3,0.5,2.4,0.48
2013,3560,27,8,NBA,WAS,PG,17,3.7,2.2,0.1,2.2,0.364
2013,3560,27,8,NBA,CLE,PG,49,7.2,3.6,0.6,2.5,0.507
2016,3560,30,11,NBA,GSW,PG,78,6.3,3.0,0.3,2.2,0.538
2011,3560,25,6,NBA,CHA,PG,73,6.6,2.2,0.4,2.0,0.467
2006,3560,20,2,NBA,LAC,PG,61,5.8,4.5,0.5,3.0,0.428
2019,3560,33,14,NBA,GSW,PG,64,4.0,1.8,0.4,1.8,0.519
2010,3560,24,5,NBA,WAS,PG,26,9.2,4.5,0.3,2.2,0.535
2007,3560,21,3,NBA,LAC,PG,54,9.3,5.1,0.5,3.4,0.469
2005,3560,19,1,NBA,LAC,PG,30,7.4,5.0,0.4,3.0,0.414
2010,3560,24,5,NBA,OKC,PG,10,1.0,1.4,0.2,2.0,0.313
2017,3560,31,12,NBA,GSW,PG,76,5.1,1.8,0.3,2.0,0.549
2009,3560,23,4,NBA,MIA,PG,4,2.3,1.0,0.0,0.5,0.375
2009,3560,23,4,NBA,TOT,PG,12,5.9,1.7,0.2,2.3,0.517
2012,3560,26,7,NBA,MIL,SG,58,5.5,2.1,0.3,2.1,0.472
2009,3560,23,4,NBA,OKC,PG,8,7.8,2.0,0.3,3.3,0.538
2018,3560,32,13,NBA,GSW,PG,71,5.5,2.0,0.3,1.8,0.501
2014,3560,28,9,NBA,BRK,PG,76,8.3,3.2,0.4,3.2,0.484
2006,3561,24,2,NBA,BOS,PG,51,7.2,1.3,0.4,2.2,0.491
2008,3561,26,4,NBA,BOS,SG,75,6.6,1.5,0.3,2.2,0.458
2015,3561,33,11,NBA,MEM,SG,63,8.6,1.4,0.5,4.4,0.505
2013,3561,31,9,NBA,MEM,SG,79,8.9,1.2,0.6,4.6,0.447
2011,3561,29,7,NBA,MEM,SG,72,8.9,1.4,0.6,2.7,0.514
2016,3561,34,12,NBA,MEM,SG,64,8.4,1.1,0.3,4.6,0.474
2009,3561,27,5,NBA,BOS,SG,46,7.8,1.4,0.5,2.3,0.493
2005,3561,23,1,NBA,BOS,SG,77,6.4,0.8,0.3,2.9,0.491
2017,3561,35,13,NBA,MEM,SG,71,9.1,1.4,0.4,5.5,0.473
2014,3561,32,10,NBA,MEM,SG,55,9.0,1.7,0.3,3.8,0.507
2010,3561,28,6,NBA,BOS,SG,54,6.1,1.3,0.4,2.7,0.51
2018,3561,36,14,NBA,NOP,SF,22,4.7,0.4,0.1,2.1,0.505
2007,3561,25,3,NBA,BOS,SG,33,11.5,1.7,0.4,3.8,0.529
2012,3561,30,8,NBA,MEM,SG,58,9.8,1.4,0.6,4.0,0.478
2005,3562,25,1,NBA,LAL,SG,2,2.5,0.0,0.0,1.5,0.5
2020,3563,34,16,NBA,SAC,SF,32,6.0,1.6,0.2,4.6,0.518
2009,3563,23,5,NBA,LAL,SF,82,8.9,1.8,0.3,4.3,0.511
2021,3563,35,17,NBA,MIA,SF,30,9.4,1.8,0.6,4.8,0.515
2022,3563,36,18,NBA,LAL,SF,24,4.0,1.1,0.3,3.4,0.434
2010,3563,24,6,NBA,HOU,SF,72,14.9,3.8,0.6,5.6,0.462
2017,3563,31,13,NBA,HOU,SF,80,11.7,2.2,0.3,5.7,0.528
2018,3563,32,14,NBA,HOU,SF,67,11.7,1.6,0.2,4.4,0.542
2019,3563,33,15,NBA,WAS,SF,43,14.1,3.8,0.3,5.3,0.502
2006,3563,20,2,NBA,ORL,SF,21,4.7,0.7,0.1,3.9,0.4
2008,3563,22,4,NBA,ORL,SF,11,3.3,0.7,0.3,2.2,0.452
2013,3563,27,9,NBA,WAS,SF,56,9.5,2.0,0.4,4.8,0.501
2008,3563,22,4,NBA,TOT,SF,35,5.5,1.3,0.3,3.1,0.526
2011,3563,25,7,NBA,NOH,SF,75,11.0,2.2,0.4,5.4,0.451
2008,3563,22,4,NBA,LAL,SF,24,6.5,1.5,0.3,3.5,0.548
2007,3563,21,3,NBA,ORL,SG,57,8.9,1.1,0.3,4.4,0.539
2015,3563,29,11,NBA,HOU,SF,82,12.8,2.5,0.2,5.6,0.509
2019,3563,33,15,NBA,TOT,SF,69,12.5,3.7,0.3,5.4,0.498
2006,3563,20,2,NBA,TOT,SF,57,4.6,1.1,0.2,3.8,0.414
2014,3563,28,10,NBA,WAS,SF,77,14.4,2.5,0.3,6.2,0.562
2005,3563,19,1,NBA,NYK,SF,80,5.9,1.1,0.2,3.0,0.446
2006,3563,20,2,NBA,NYK,SF,36,4.6,1.3,0.3,3.8,0.421
2019,3563,33,15,NBA,PHO,SF,26,9.9,3.3,0.3,5.6,0.489
2016,3563,30,12,NBA,HOU,SF,81,12.7,2.3,0.3,4.5,0.523
2012,3563,26,8,NBA,NOH,SF,41,10.8,3.3,0.6,5.2,0.453
2020,3563,34,16,NBA,POR,SF,21,11.0,2.0,0.4,4.8,0.597
2020,3563,34,16,NBA,TOT,SF,53,8.0,1.7,0.3,4.6,0.557
2006,3564,23,2,NBA,POR,SF,69,5.8,1.3,0.4,4.4,0.477
2007,3564,24,3,NBA,CHI,PF,33,2.2,0.6,0.0,1.7,0.386
2005,3564,22,1,NBA,POR,SF,32,4.2,0.8,0.6,3.4,0.452
2008,3564,25,4,NBA,CHI,PF,9,3.6,0.9,0.0,2.2,0.387
2005,3565,24,1,NBA,PHO,PG,4,1.8,0.8,0.0,1.0,0.25
2006,3566,22,1,NBA,GSW,PG,19,0.8,1.3,0.1,0.7,0.333
2006,3567,23,1,NBA,CHA,SF,36,5.8,0.9,0.1,1.9,0.481
2017,3567,34,8,NBA,LAC,SF,30,2.9,0.4,0.0,0.8,0.463
2016,3567,33,7,NBA,WAS,SG,13,5.0,1.1,0.1,2.1,0.458
2013,3567,30,4,NBA,TOR,SF,65,10.7,1.6,0.1,2.3,0.46
2015,3567,32,6,NBA,BRK,SG,74,7.4,1.1,0.1,2.8,0.526
2014,3567,31,5,NBA,BRK,SF,78,7.2,1.0,0.1,2.2,0.487
2007,3567,24,2,NBA,CHA,SG,17,5.8,1.2,0.0,1.9,0.488
2012,3567,29,3,NBA,TOR,SF,17,9.6,1.5,0.2,2.0,0.472
2006,3568,23,1,NBA,DET,SG,5,1.8,0.8,0.0,1.0,0.281
2009,3568,26,2,NBA,DET,SG,7,1.3,0.1,0.1,0.3,0.364
2009,3568,26,2,NBA,TOT,SG,25,2.9,0.5,0.2,1.0,0.441
2009,3568,26,2,NBA,LAC,SG,18,3.5,0.6,0.2,1.2,0.454
2006,3569,27,1,NBA,SAS,SG,1,0.0,0.0,0.0,0.0,
2019,3570,31,14,NBA,PHI,C,51,3.9,1.2,0.3,2.9,0.541
2011,3570,23,6,NBA,TOR,PF,72,9.6,1.1,1.2,6.4,0.568
2007,3570,19,2,NBA,DET,PF,8,5.9,0.4,1.6,4.6,0.545
2008,3570,20,3,NBA,DET,PF,62,3.6,0.5,1.3,3.8,0.558
2012,3570,24,7,NBA,TOR,PF,64,7.1,1.2,1.1,6.4,0.579
2014,3570,26,9,NBA,TOR,PF,77,10.4,1.5,1.1,6.6,0.578
2015,3570,27,10,NBA,TOR,PF,75,9.3,1.6,0.8,6.1,0.592
2013,3570,25,8,NBA,TOR,PF,81,10.0,1.5,1.4,7.5,0.559
2009,3570,21,4,NBA,DET,PF,62,3.5,0.3,1.0,3.7,0.595
2017,3570,29,12,NBA,BOS,PF,80,6.5,1.8,0.8,4.6,0.612
2010,3570,22,5,NBA,TOR,PF,82,6.2,0.6,0.8,4.8,0.623
2006,3570,18,1,NBA,DET,SF,3,6.7,1.0,0.7,1.3,0.8
2018,3570,30,13,NBA,PHI,C,74,4.6,1.6,0.6,4.5,0.558
2016,3570,28,11,NBA,BOS,PF,79,7.3,1.7,1.1,6.4,0.596
2006,3571,19,1,NBA,WAS,PF,29,2.2,0.3,0.2,1.3,0.41
2012,3571,25,7,NBA,WAS,PF,26,8.5,1.1,0.7,5.8,0.384
2014,3571,27,9,NBA,BRK,PF,73,11.2,1.5,0.5,5.3,0.487
2007,3571,20,2,NBA,WAS,PF,56,3.7,0.7,0.6,3.4,0.447
2010,3571,23,5,NBA,WAS,PF,81,14.1,2.1,0.9,6.3,0.485
2011,3571,24,6,NBA,WAS,PF,64,16.8,2.3,0.8,8.2,0.447
2008,3571,21,3,NBA,WAS,PF,82,7.5,1.1,1.4,5.2,0.477
2009,3571,22,4,NBA,WAS,C,71,10.0,1.7,1.0,5.3,0.475
2013,3571,26,8,NBA,BRK,C,82,10.3,1.0,0.7,5.1,0.514
2006,3572,25,1,NBA,UTA,PG,23,3.0,0.3,0.0,0.9,0.385
2008,3572,27,2,NBA,IND,PG,31,4.0,1.5,0.1,1.5,0.458
2010,3573,25,5,NBA,MIL,C,69,15.9,1.8,2.5,10.2,0.52
2017,3573,32,12,NBA,DAL,C,26,3.0,1.9,1.0,8.4,0.469
2009,3573,24,4,NBA,MIL,C,36,11.7,2.0,1.0,10.3,0.577
2017,3573,32,12,NBA,TOT,C,27,2.9,1.8,0.9,8.1,0.469
2013,3573,28,8,NBA,GSW,C,32,5.8,2.1,1.7,7.7,0.454
2017,3573,32,12,NBA,CLE,C,1,0.0,0.0,0.0,0.0,
2008,3573,23,3,NBA,MIL,C,78,14.3,2.6,1.7,9.8,0.511
2006,3573,21,1,NBA,MIL,PF,82,9.4,2.3,0.8,7.0,0.533
2015,3573,30,10,NBA,GSW,C,67,6.3,2.7,1.7,8.1,0.563
2014,3573,29,9,NBA,GSW,C,67,7.3,1.7,1.8,10.0,0.627
2007,3573,22,2,NBA,MIL,C,66,12.3,3.0,0.5,8.8,0.554
2018,3573,33,13,NBA,LAL,C,24,1.5,0.6,0.5,3.3,0.68
2016,3573,31,11,NBA,GSW,C,70,5.4,2.3,1.6,7.0,0.629
2019,3573,34,14,NBA,GSW,C,11,3.5,1.0,0.7,5.0,0.5
2012,3573,27,7,NBA,MIL,C,12,11.3,2.6,2.0,8.3,0.449
2011,3573,26,6,NBA,MIL,C,65,12.8,2.0,2.6,11.1,0.495
2007,3574,19,2,NBA,LAL,C,82,7.8,1.1,1.6,5.9,0.558
2008,3574,20,3,NBA,LAL,C,35,13.1,1.7,2.1,10.2,0.636
2010,3574,22,5,NBA,LAL,C,65,15.0,1.0,1.4,8.3,0.57
2011,3574,23,6,NBA,LAL,C,54,11.3,1.4,2.0,9.4,0.574
2006,3574,18,1,NBA,LAL,C,46,1.6,0.2,0.5,1.7,0.402
2012,3574,24,7,NBA,LAL,C,60,18.7,1.4,1.9,11.8,0.558
2014,3574,26,8,NBA,IND,C,2,11.5,1.0,0.5,9.5,0.409
2014,3574,26,8,NBA,TOT,C,26,8.7,1.1,1.1,5.6,0.418
2009,3574,21,4,NBA,LAL,C,50,14.3,1.4,1.8,8.0,0.56
2014,3574,26,8,NBA,CLE,C,24,8.4,1.1,1.2,5.3,0.419
2006,3575,26,1,NBA,ATL,SG,12,4.3,0.8,0.0,1.4,0.566
2007,3576,23,2,NBA,GSW,PG,20,5.6,0.5,0.0,1.1,0.524
2009,3576,25,3,NBA,TOT,PG,29,4.1,0.7,0.0,0.8,0.475
2009,3576,25,3,NBA,NYK,PG,23,4.7,0.8,0.0,0.7,0.495
2006,3576,22,1,NBA,MEM,PG,16,2.2,0.3,0.0,0.4,0.532
2009,3576,25,3,NBA,CHI,PG,6,2.0,0.2,0.0,1.2,0.353
2010,3577,25,5,NBA,TOR,SF,67,6.5,1.1,0.2,2.8,0.479
2009,3577,24,4,NBA,DAL,SF,65,7.3,1.2,0.4,2.1,0.468
2007,3577,22,2,NBA,NJN,SG,63,4.5,0.9,0.2,2.8,0.476
2006,3577,21,1,NBA,NJN,SG,39,1.8,0.3,0.1,0.8,0.364
2008,3577,23,3,NBA,TOT,SG,56,6.3,1.4,0.4,2.6,0.462
2008,3577,23,3,NBA,NJN,SG,41,7.3,1.6,0.4,3.0,0.448
2008,3577,23,3,NBA,DAL,SG,15,3.5,0.9,0.3,1.5,0.56
2011,3577,26,6,NBA,SAC,SG,7,0.3,0.0,0.0,0.4,0.125
2006,3578,26,1,NBA,NOK,SG,19,2.3,0.3,0.0,0.5,0.378
2006,3579,28,1,NBA,LAC,C,23,2.2,0.3,0.2,1.6,0.415
2006,3580,21,1,NBA,MIN,SG,7,8.9,0.7,0.0,2.6,0.471
2007,3580,22,2,NBA,MIN,SG,19,3.5,0.8,0.1,1.1,0.45
2013,3581,27,8,NBA,BOS,PF,81,8.7,1.0,0.8,5.2,0.486
2006,3581,20,1,NBA,NOK,PF,29,2.3,0.1,0.2,2.3,0.4
2016,3581,30,11,NBA,LAL,PF,66,7.2,1.1,0.8,4.3,0.549
2008,3581,22,3,NBA,DAL,C,79,8.3,0.7,0.6,4.4,0.499
2010,3581,24,5,NBA,ORL,PF,50,5.8,0.4,0.5,2.5,0.511
2011,3581,25,6,NBA,ORL,PF,76,11.2,0.8,0.7,5.6,0.515
2012,3581,26,7,NBA,BOS,PF,59,12.5,0.9,0.9,6.2,0.479
2009,3581,23,4,NBA,DAL,C,81,8.5,0.5,0.7,4.5,0.496
2017,3581,31,12,NBA,LAC,PF,52,5.6,0.4,0.2,2.5,0.578
2014,3581,28,9,NBA,BOS,PF,82,11.1,1.1,0.9,5.7,0.487
2015,3581,29,10,NBA,BOS,PF,82,10.6,1.3,0.4,4.9,0.51
2007,3581,21,2,NBA,NOK,PF,21,2.0,0.1,0.1,2.0,0.341
2008,3582,20,3,NBA,UTA,SG,60,5.0,0.9,0.1,1.3,0.542
2016,3582,28,11,NBA,IND,SF,64,11.8,1.0,0.5,2.7,0.521
2009,3582,21,4,NBA,UTA,SG,72,9.1,1.5,0.2,2.3,0.515
2022,3582,34,16,NBA,BOS,SG,1,0.0,0.0,0.0,0.0,
2010,3582,22,5,NBA,UTA,SF,63,9.9,1.7,0.3,2.7,0.495
2017,3582,29,12,NBA,IND,SF,76,10.7,0.6,0.3,3.0,0.565
2019,3582,31,14,NBA,TOT,SF,53,6.4,0.7,0.3,1.8,0.468
2014,3582,26,9,NBA,CLE,SG,51,9.9,1.0,0.3,2.0,0.537
2019,3582,31,14,NBA,MEM,SF,13,9.3,1.1,0.4,2.1,0.514
2013,3582,25,8,NBA,CLE,SF,65,11.2,1.0,0.3,2.7,0.518
2015,3582,27,10,NBA,IND,SG,70,13.5,1.1,0.4,3.1,0.491
2006,3582,18,1,NBA,UTA,PG,23,3.4,0.7,0.1,1.7,0.401
2012,3582,24,7,NBA,UTA,SG,56,9.1,1.2,0.3,2.1,0.43
2019,3582,31,14,NBA,TOR,SF,40,5.5,0.6,0.3,1.7,0.444
2007,3582,19,2,NBA,UTA,SG,37,2.7,0.7,0.1,0.9,0.375
2020,3582,32,15,NBA,WAS,SF,10,6.4,1.2,0.4,1.2,0.415
2018,3582,30,13,NBA,TOR,SF,70,10.0,0.8,0.3,2.2,0.516
2011,3582,23,6,NBA,UTA,SF,78,12.8,1.7,0.5,3.3,0.468
2017,3583,33,11,NBA,CLE,C,74,9.1,0.6,0.5,3.9,0.589
2014,3583,30,8,NBA,PHO,PF,82,11.1,1.2,0.8,5.1,0.535
2018,3583,34,12,NBA,LAL,C,9,5.8,1.1,0.1,2.8,0.57
2006,3583,22,1,NBA,NYK,C,65,12.3,0.8,0.7,5.8,0.479
2016,3583,32,10,NBA,ORL,PF,44,5.2,1.0,0.5,3.2,0.565
2008,3583,24,3,NBA,POR,C,78,6.8,0.7,0.3,4.5,0.491
2018,3583,34,12,NBA,CLE,C,44,4.8,0.6,0.3,2.5,0.586
2010,3583,26,5,NBA,PHO,C,81,11.2,1.4,0.9,5.3,0.573
2018,3583,34,12,NBA,TOT,C,53,5.0,0.7,0.2,2.5,0.583
2016,3583,32,10,NBA,TOT,PF-C,70,6.1,1.0,0.4,3.3,0.569
2012,3583,28,7,NBA,PHO,PF,64,10.5,1.4,1.1,5.9,0.49
2015,3583,31,9,NBA,ORL,PF,75,7.3,1.3,0.5,3.9,0.532
2016,3583,32,10,NBA,CLE,C,26,7.5,1.0,0.3,3.6,0.575
2019,3583,35,13,NBA,CLE,C,36,3.6,0.6,0.1,1.4,0.504
2009,3583,25,4,NBA,POR,PF,63,4.2,0.4,0.3,2.2,0.444
2007,3583,23,2,NBA,NYK,PF,72,9.5,0.9,0.6,5.5,0.435
2011,3583,27,6,NBA,PHO,PF,77,12.7,1.2,1.0,6.7,0.535
2009,3584,24,4,NBA,MIL,PF,78,16.2,1.8,0.7,6.7,0.488
2010,3584,25,5,NBA,DET,PF,78,11.9,0.7,0.7,4.7,0.499
2014,3584,29,9,NBA,DET,PF,20,4.6,0.3,0.3,1.7,0.457
2016,3584,31,11,NBA,DAL,PF,62,5.1,0.4,0.2,2.5,0.454
2008,3584,23,3,NBA,MIL,PF,76,11.7,1.0,0.5,6.1,0.469
2006,3584,21,1,NBA,TOR,PF,81,13.0,1.1,0.8,6.4,0.5
2011,3584,26,6,NBA,DET,PF,76,11.1,0.6,0.6,3.9,0.53
2015,3584,30,10,NBA,DAL,PF,64,6.3,0.3,0.3,2.3,0.529
2012,3584,27,7,NBA,DET,PF,13,7.0,0.5,0.4,3.7,0.467
2013,3584,28,8,NBA,DET,PF,69,6.8,0.8,0.6,3.5,0.474
2007,3584,22,2,NBA,MIL,PF,39,11.8,0.9,0.3,5.8,0.508
2018,3585,32,13,NBA,HOU,PG,58,18.6,7.9,0.2,5.4,0.55
2014,3585,28,9,NBA,LAC,PG,62,19.1,10.7,0.1,4.3,0.511
2009,3585,23,4,NBA,NOH,PG,78,22.8,11.0,0.1,5.5,0.528
2024,3585,38,19,NBA,GSW,PG,4,11.3,8.3,0.0,4.8,0.411
2019,3585,33,14,NBA,HOU,PG,58,15.6,8.2,0.3,4.6,0.508
2013,3585,27,8,NBA,LAC,PG,70,16.9,9.7,0.1,3.7,0.526
2023,3585,37,18,NBA,PHO,PG,59,13.9,8.9,0.4,4.3,0.513
2022,3585,36,17,NBA,PHO,PG,65,14.7,10.8,0.3,4.4,0.536
2008,3585,22,3,NBA,NOH,PG,80,21.1,11.6,0.1,4.0,0.524
2011,3585,25,6,NBA,NOH,PG,80,15.9,9.8,0.1,4.1,0.502
2020,3585,34,15,NBA,OKC,PG,70,17.6,6.7,0.2,5.0,0.552
2017,3585,31,12,NBA,LAC,PG,61,18.1,9.2,0.1,5.0,0.555
2016,3585,30,11,NBA,LAC,PG,74,19.5,10.0,0.2,4.2,0.517
2015,3585,29,10,NBA,LAC,PG,82,19.1,10.2,0.2,4.6,0.545
2012,3585,26,7,NBA,LAC,PG,60,19.8,9.1,0.1,3.6,0.522
2006,3585,20,1,NBA,NOK,PG,78,16.1,7.8,0.1,5.1,0.456
2010,3585,24,5,NBA,NOH,PG,45,18.7,10.7,0.2,4.2,0.534
2007,3585,21,2,NBA,NOK,PG,64,17.3,8.9,0.0,4.4,0.466
2021,3585,35,16,NBA,PHO,PG,70,16.4,8.9,0.3,4.5,0.557
2006,3586,20,1,NBA,GSW,C,17,2.8,0.1,0.4,2.1,0.605
2012,3587,28,7,NBA,SAC,C,54,3.2,1.4,0.3,4.3,0.429
2015,3587,31,10,NBA,TOR,C,29,1.7,0.7,0.1,1.8,0.478
2014,3587,30,9,NBA,SAC,C,16,2.1,0.4,0.1,2.9,0.438
2011,3587,27,6,NBA,HOU,C,74,7.9,2.7,0.7,8.1,0.527
2006,3587,22,1,NBA,HOU,PF,40,3.7,0.4,0.4,4.5,0.562
2014,3587,30,9,NBA,TOT,C,61,2.2,0.6,0.2,3.4,0.431
2008,3587,24,3,NBA,HOU,PF,79,3.0,1.2,0.5,5.4,0.511
2009,3587,25,4,NBA,HOU,C,71,1.3,0.6,0.3,3.5,0.372
2007,3587,23,2,NBA,HOU,PF,78,5.6,0.6,0.2,6.7,0.573
2016,3587,32,11,NBA,HOU,C,2,2.0,1.0,0.0,4.0,0.5
2014,3587,30,9,NBA,TOR,C,45,2.2,0.6,0.2,3.6,0.429
2010,3587,26,5,NBA,HOU,C,82,4.4,1.7,0.5,5.7,0.489
2013,3587,29,8,NBA,SAC,C,74,2.7,1.5,0.2,4.0,0.442
2006,3588,22,1,NBA,LAC,SG,66,3.8,1.3,0.1,1.3,0.424
2007,3588,23,2,NBA,LAC,PG,61,2.9,1.5,0.1,1.2,0.447
2015,3589,31,10,NBA,MIA,SF,30,6.3,0.6,0.2,2.7,0.494
2007,3589,23,2,NBA,IND,SF,82,13.9,1.4,0.7,4.6,0.522
2010,3589,26,5,NBA,IND,SF,62,24.1,2.8,0.8,5.5,0.498
2009,3589,25,4,NBA,IND,SF,67,25.8,2.7,1.4,5.1,0.518
2011,3589,27,6,NBA,IND,SF,79,20.5,2.6,0.8,5.4,0.487
2014,3589,30,9,NBA,TOT,SF,41,8.2,1.0,0.4,3.2,0.448
2008,3589,24,3,NBA,IND,SF,80,19.6,2.1,1.1,6.1,0.517
2014,3589,30,9,NBA,LAC,SF,12,8.0,0.7,0.3,2.3,0.5
2006,3589,22,1,NBA,IND,SF,78,7.5,1.2,0.8,4.9,0.494
2014,3589,30,9,NBA,IND,SF,29,8.3,1.1,0.4,3.6,0.428
2012,3589,28,7,NBA,IND,SF,62,18.7,1.8,0.6,5.0,0.481
2013,3589,29,8,NBA,IND,SF,5,5.4,0.6,0.2,1.8,0.314
2008,3590,24,3,NBA,NYK,PF,81,10.8,1.2,0.4,8.9,0.552
2006,3590,22,1,NBA,NYK,SF,67,5.1,0.6,0.3,4.5,0.596
2012,3590,28,7,NBA,GSW,PF,57,20.1,2.8,0.4,9.6,0.503
2010,3590,26,5,NBA,NYK,C,81,20.2,3.6,0.5,11.7,0.545
2017,3590,33,12,NBA,SAS,PF,79,7.3,1.6,0.5,5.6,0.59
2015,3590,31,10,NBA,GSW,PF,49,7.9,1.7,0.5,5.2,0.511
2014,3590,30,9,NBA,GSW,PF,69,18.2,2.1,0.4,9.3,0.523
2016,3590,32,11,NBA,TOT,PF,55,7.8,1.5,0.5,5.5,0.531
2016,3590,32,11,NBA,DAL,PF,25,8.5,1.2,0.6,7.0,0.636
2011,3590,27,6,NBA,GSW,PF,73,16.5,3.2,0.4,9.8,0.508
2009,3590,25,4,NBA,NYK,C,81,16.0,2.1,0.3,11.7,0.549
2016,3590,32,11,NBA,BOS,PF,30,7.1,1.8,0.4,4.3,0.453
2013,3590,29,8,NBA,GSW,PF,79,18.5,3.5,0.3,11.2,0.519
2007,3590,23,2,NBA,NYK,PF,58,10.7,1.8,0.4,10.4,0.6
2006,3591,23,1,NBA,PHI,C,2,0.0,0.0,0.0,0.0,
2006,3592,21,1,NBA,UTA,PG,80,10.8,4.5,0.2,2.4,0.478
2014,3592,29,9,NBA,BRK,PG,64,14.3,6.1,0.2,2.6,0.518
2016,3592,31,11,NBA,DAL,PG,65,14.1,5.8,0.2,2.9,0.477
2012,3592,27,7,NBA,NJN,PG,55,21.0,8.7,0.4,3.3,0.467
2009,3592,24,4,NBA,UTA,PG,68,19.4,10.7,0.3,2.9,0.506
2013,3592,28,8,NBA,BRK,PG,78,18.9,7.7,0.4,3.0,0.516
2010,3592,25,5,NBA,UTA,PG,76,18.7,10.5,0.2,4.0,0.515
2011,3592,26,6,NBA,UTA,PG,53,21.3,9.7,0.2,3.9,0.513
